S2_Temp,S2_Light,S2_Sound,S5_CO2_Slope,S7_PIR,Room_Occupancy_Count
25.06,5,0.05,0.2,0,0
25.06,5,0.05,0.2,0,0
25,5,0.05,0.196153846,0,0
25.06,5,0.05,0.188461538,0,0
25.06,5,0.06,0.176923077,0,0
25.06,5,0.05,0.161538462,0,0
25.06,5,0.05,0.146153846,0,0
25.06,5,0.05,0.084615385,0,0
25.06,5,0.05,0.069230769,0,0
25.06,5,0.05,0.1,0,0
25.06,5,0.05,0.130769231,0,0
25.06,5,0.05,0.111538462,0,0
25.06,5,0.05,0.088461538,0,0
25.06,5,0.05,0.061538462,0,0
25.06,5,0.05,0.080769231,0,0
25.06,5,0.05,0.1,0,0
25.06,5,0.05,0.069230769,0,0
25.06,5,0.05,0.034615385,0,0
25.06,5,0.05,-0.003846154,0,0
25.06,5,0.05,0.003846154,0,0
25.06,5,0.04,0.011538462,0,0
25.06,5,0.05,0.019230769,0,0
25.06,5,0.05,0.026923077,0,0
25.06,5,0.06,0.034615385,0,0
25.06,5,0.05,0.042307692,0,0
25.06,5,0.05,0.05,0,0
25.06,5,0.05,0.057692308,0,0
25.06,5,0.05,0.065384615,0,0
25.06,5,0.05,0.073076923,0,0
25.06,5,0.05,0.080769231,0,0
25.06,5,0.05,0.088461538,0,0
25,5,0.05,0.046153846,0,0
25.06,5,0.05,0,0,0
25,5,0.05,0,0,0
25,5,0.05,0,0,0
25.06,5,0.05,0,0,0
25.06,5,0.05,0,0,0
25.06,5,0.06,0,0,0
25.06,5,0.05,0,0,0
25.06,5,0.05,0,0,0
25.06,5,0.05,0,0,0
25.06,5,0.05,0,0,0
25.06,5,0.05,0,0,0
25.06,5,0.05,0,0,0
25,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25,6,0.06,0,0,0
25.06,6,0.05,0,0,0
25,6,0.05,0,0,0
25.06,6,0.06,0,0,0
25.06,6,0.05,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.06,0,0,0
25.06,6,0.05,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25,6,0.06,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.06,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25,6,0.04,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.07,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.06,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.04,0,0,0
25.06,6,0.06,0,0,0
25.06,6,0.06,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.06,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.06,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.1,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,7,0.05,0,0,0
25.06,7,0.05,0,0,0
25.06,7,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,7,0.05,0,0,0
25.06,7,0.05,0,0,0
25.06,6,0.05,0,0,0
25.06,7,0.06,0,0,0
25.06,7,0.05,0,0,0
25.06,7,0.05,0,0,0
25.06,7,0.05,0,0,0
25.06,7,0.06,0,0,0
25.06,7,0.04,0,0,0
25.06,7,0.05,-0.046153846,0,0
25.06,7,0.05,-0.042307692,0,0
25.06,7,0.05,-0.038461538,0,0
25.06,7,0.08,-0.034615385,0,0
25.06,7,0.05,-0.030769231,0,0
25.06,7,0.05,-0.026923077,0,0
25.06,7,0.06,-0.023076923,0,0
25.06,7,0.05,-0.019230769,0,0
25.06,7,0.05,-0.061538462,0,0
25.06,7,0.05,-0.053846154,0,0
25.06,7,0.05,-0.046153846,0,0
25.06,7,0.06,-0.038461538,0,0
25.06,7,0.06,-0.030769231,0,0
25.06,7,0.06,-0.023076923,0,0
25.06,7,0.05,-0.015384615,0,0
25.06,7,0.05,-0.007692308,0,0
25.06,7,0.05,1.54E-18,0,0
25.06,7,0.05,0.007692308,0,0
25.06,7,0.06,0.015384615,0,0
25.06,7,0.04,0.023076923,0,0
25.06,7,0.05,0.030769231,0,0
25.06,7,0.05,0.038461538,0,0
25.06,7,0.1,0.046153846,0,0
25.06,7,0.05,0.053846154,0,0
25.06,7,0.09,0.061538462,0,0
25.06,7,0.05,0.019230769,0,0
25.06,7,0.05,0.023076923,0,0
25.06,7,0.05,0.026923077,0,0
25.06,7,0.06,0.030769231,0,0
25.06,7,0.05,0.034615385,0,0
25.06,7,0.05,0.038461538,0,0
25.06,7,0.09,0.042307692,0,0
25.06,8,0.05,0.046153846,0,0
25.06,8,0.06,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.06,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,-0.046153846,0,0
25.06,8,0.06,-0.042307692,0,0
25.06,8,0.05,-0.038461538,0,0
25.06,8,0.05,-0.034615385,0,0
25.06,8,0.04,-0.030769231,0,0
25.06,8,0.05,-0.026923077,0,0
25.06,8,0.05,-0.023076923,0,0
25.06,8,0.04,-0.019230769,0,0
25.06,8,0.05,-0.015384615,0,0
25.06,8,0.05,-0.011538462,0,0
25.06,8,0.05,-0.007692308,0,0
25.06,8,0.06,-0.003846154,0,0
25.06,8,0.06,7.70E-19,0,0
25.06,8,0.05,0.003846154,0,0
25.06,8,0.05,-0.038461538,0,0
25.06,8,0.06,-0.076923077,0,0
25.06,8,0.05,-0.065384615,0,0
25.06,8,0.05,-0.053846154,0,0
25.06,8,0.06,-0.042307692,0,0
25.06,8,0.06,-0.030769231,0,0
25.06,8,0.06,-0.019230769,0,0
25.06,8,0.06,-0.007692308,0,0
25.06,9,0.06,0.003846154,0,0
25.06,9,0.06,0.015384615,0,0
25.06,9,0.05,0.026923077,0,0
25.06,9,0.06,-0.011538462,0,0
25.06,9,0.05,-0.003846154,0,0
25.06,9,0.05,0.003846154,0,0
25.06,9,0.05,0.011538462,0,0
25.06,9,0.05,-0.026923077,0,0
25.06,9,0.06,-0.015384615,0,0
25.06,9,0.07,-0.003846154,0,0
25.13,9,0.05,-0.038461538,0,0
25.13,9,0.05,-0.069230769,0,0
25.06,9,0.06,-0.096153846,0,0
25.06,9,0.05,-0.119230769,0,0
25.06,10,0.05,-0.092307692,0,0
25.13,10,0.05,-0.065384615,0,0
25.06,9,0.06,-0.084615385,0,0
25.06,9,0.05,-0.15,0,0
25.06,9,0.07,-0.215384615,0,0
25.06,9,0.11,-0.230769231,0,0
25.13,9,0.05,-0.196153846,0,0
25.06,9,0.06,-0.161538462,0,0
25.13,9,0.06,-0.126923077,0,0
25.06,9,0.05,-0.092307692,0,0
25.13,9,0.07,-0.057692308,0,0
25.13,9,0.07,-0.069230769,0,0
25.13,9,0.05,-0.076923077,0,0
25.13,10,0.05,-0.080769231,0,0
25.06,10,0.05,-0.080769231,0,0
25.06,10,0.06,-0.030769231,0,0
25.06,10,0.05,0.019230769,0,0
25.06,10,0.05,0.069230769,0,0
25.06,10,0.05,0.069230769,0,0
25.06,10,0.05,0.069230769,0,0
25.13,10,0.05,0.073076923,0,0
25.06,10,0.05,0.030769231,0,0
25.06,10,0.05,-0.011538462,0,0
25.13,10,0.05,-0.053846154,0,0
25.13,10,0.05,-0.096153846,0,0
25.13,10,0.05,-0.088461538,0,0
25.13,10,0.07,-0.076923077,0,0
25.06,10,0.05,-0.065384615,0,0
25.13,10,0.05,-0.103846154,0,0
25.13,10,0.06,-0.096153846,0,0
25.13,10,0.06,-0.092307692,0,0
25.13,10,0.06,-0.088461538,0,0
25.13,10,0.06,-0.034615385,0,0
25.06,10,0.06,0.019230769,0,0
25.13,10,0.06,0.026923077,0,0
25.13,10,0.05,0.084615385,0,0
25.13,10,0.05,0.092307692,0,0
25.13,10,0.05,0.096153846,0,0
25.13,10,0.05,0.096153846,0,0
25.13,10,0.05,0.092307692,0,0
25.13,10,0.05,0.134615385,0,0
25.13,10,0.06,0.130769231,0,0
25.13,10,0.06,0.130769231,0,0
25.13,10,0.05,0.134615385,0,0
25.13,10,0.05,0.138461538,0,0
25.13,10,0.05,0.092307692,0,0
25.13,10,0.05,0.046153846,0,0
25.13,10,0.05,-1.23E-17,0,0
25.13,10,0.05,-0.046153846,0,0
25.13,10,0.05,-0.092307692,0,0
25.13,11,0.05,-0.138461538,0,0
25.13,11,0.05,-0.184615385,0,0
25.13,11,0.06,-0.134615385,0,0
25.13,10,0.05,-0.134615385,0,0
25.13,10,0.06,-0.134615385,0,0
25.13,10,0.05,-0.130769231,0,0
25.13,10,0.06,-0.173076923,0,0
25.13,10,0.06,-0.165384615,0,0
25.13,10,0.05,-0.153846154,0,0
25.13,10,0.05,-0.188461538,0,0
25.13,10,0.05,-0.126923077,0,0
25.13,10,0.05,-0.065384615,0,0
25.13,10,0.05,-0.003846154,0,0
25.13,10,0.05,0.057692308,0,0
25.13,11,0.05,0.119230769,0,0
25.13,11,0.05,0.180769231,0,0
25.13,11,0.05,0.192307692,0,0
25.13,11,0.04,0.153846154,0,0
25.13,11,0.04,0.161538462,0,0
25.19,11,0.05,0.169230769,0,0
25.13,11,0.05,0.130769231,0,0
25.13,11,0.06,0.138461538,0,0
25.19,11,0.05,0.096153846,0,0
25.13,11,0.05,0.053846154,0,0
25.13,11,0.05,0.011538462,0,0
25.13,12,0.05,-0.030769231,0,0
25.13,12,0.05,-0.073076923,0,0
25.13,12,0.06,-0.065384615,0,0
25.13,12,0.06,-0.053846154,0,0
25.13,12,0.06,-0.088461538,0,0
25.13,12,0.05,-0.076923077,0,0
25.13,12,0.06,-0.069230769,0,0
25.13,12,0.05,-0.065384615,0,0
25.13,12,0.09,-0.065384615,0,0
25.13,11,0.06,-0.069230769,0,0
25.13,11,0.06,-0.073076923,0,0
25.13,12,0.12,-0.026923077,0,0
25.13,11,0.05,-0.026923077,0,0
25.13,11,0.05,-0.023076923,0,0
25.13,11,0.05,0.030769231,0,0
25.13,11,0.05,0.084615385,0,0
25.13,11,0.05,0.138461538,0,0
25.13,12,0.05,0.142307692,0,0
25.13,12,0.05,0.192307692,0,0
25.13,12,0.05,0.192307692,0,0
25.13,12,0.05,0.188461538,0,0
25.13,12,0.05,0.184615385,0,0
25.13,12,0.08,0.134615385,0,0
25.13,12,0.05,0.130769231,0,0
25.13,11,0.05,0.123076923,0,0
25.13,11,0.05,0.111538462,0,0
25.13,11,0.05,0.096153846,0,0
25.13,11,0.06,0.076923077,0,0
25.13,12,0.15,0.053846154,0,0
25.13,12,0.05,0.026923077,0,0
25.13,12,0.05,0.046153846,0,0
25.13,13,0.05,0.065384615,0,0
25.13,12,0.05,0.084615385,0,0
25.13,12,0.05,0.103846154,0,0
25.13,12,0.06,0.123076923,0,0
25.13,12,0.05,0.092307692,0,0
25.13,12,0.05,0.107692308,0,0
25.19,13,0.07,0.073076923,0,0
25.13,12,0.05,-0.011538462,0,0
25.13,12,0.06,6.16E-18,0,0
25.13,13,0.07,0.011538462,0,0
25.19,13,0.08,0.023076923,0,0
25.19,13,0.05,0.034615385,0,0
25.13,13,0.05,0.046153846,0,0
25.19,13,0.06,0.057692308,0,0
25.13,14,0.05,0.069230769,0,0
25.13,14,0.06,0.030769231,0,0
25.13,14,0.05,-0.011538462,0,0
25.19,14,0.05,-0.007692308,0,0
25.19,14,0.06,-0.003846154,0,0
25.19,14,0.05,7.70E-19,0,0
25.19,14,0.06,-0.042307692,0,0
25.13,13,0.05,-0.034615385,0,0
25.19,14,0.05,-0.026923077,0,0
25.19,14,0.05,-0.019230769,0,0
25.19,14,0.05,-0.011538462,0,0
25.13,14,0.06,-0.003846154,0,0
25.19,13,0.05,-0.042307692,0,0
25.13,13,0.05,-0.076923077,0,0
25.13,13,0.06,-0.061538462,0,0
25.19,13,0.05,-0.092307692,0,0
25.19,13,0.05,-0.119230769,0,0
25.19,13,0.05,-0.096153846,0,0
25.19,13,0.06,-0.169230769,0,0
25.19,14,0.04,-0.192307692,0,0
25.19,13,0.05,-0.165384615,0,0
25.13,14,0.06,-0.138461538,0,0
25.19,14,0.05,-0.111538462,0,0
25.19,14,0.06,-0.084615385,0,0
25.19,15,0.09,-0.103846154,0,0
25.19,15,0.05,-0.119230769,0,0
25.19,14,0.06,-0.084615385,0,0
25.19,14,0.05,-0.05,0,0
25.19,14,0.05,-0.015384615,0,0
25.19,14,0.05,-0.026923077,0,0
25.19,14,0.05,-0.034615385,0,0
25.19,14,0.05,-0.042307692,0,0
25.19,14,0.06,-0.05,0,0
25.19,14,0.06,-0.053846154,0,0
25.19,14,0.07,-0.053846154,0,0
25.19,14,0.08,-0.05,0,0
25.19,14,0.06,-0.042307692,0,0
25.19,14,0.05,-0.034615385,0,0
25.19,14,0.05,-0.030769231,0,0
25.19,14,0.05,0.019230769,0,0
25.19,14,0.05,0.019230769,0,0
25.19,14,0.05,0.015384615,0,0
25.19,14,0.05,0.057692308,0,0
25.19,15,0.07,0.05,0,0
25.19,15,0.05,0.038461538,0,0
25.19,15,0.05,0.026923077,0,0
25.19,15,0.05,0.019230769,0,0
25.19,16,0.05,0.015384615,0,0
25.19,16,0.14,0.061538462,0,0
25.19,15,0.05,0.057692308,0,0
25.19,16,0.05,0.05,0,0
25.19,16,0.05,0.088461538,0,0
25.19,16,0.05,0.126923077,0,0
25.19,16,0.05,0.165384615,0,0
25.19,16,0.04,0.153846154,0,0
25.19,15,0.05,0.138461538,0,0
25.19,15,0.06,0.169230769,0,0
25.19,15,0.05,0.15,0,0
25.19,16,0.05,0.126923077,0,0
25.19,15,0.05,0.1,0,0
25.19,15,0.06,0.069230769,0,0
25.19,16,0.06,0.034615385,0,0
25.19,16,0.06,0.046153846,0,0
25.19,16,0.05,0.057692308,0,0
25.19,16,0.05,0.069230769,0,0
25.19,16,0.05,0.080769231,0,0
25.19,16,0.05,0.092307692,0,0
25.19,16,0.06,0.103846154,0,0
25.19,16,0.05,0.069230769,0,0
25.19,16,0.05,0.084615385,0,0
25.19,16,0.05,0.05,0,0
25.19,16,0.05,0.011538462,0,0
25.19,16,0.05,-0.076923077,0,0
25.19,16,0.05,-0.069230769,0,0
25.19,15,0.05,-0.061538462,0,0
25.19,15,0.05,-0.053846154,0,0
25.19,15,0.05,-0.046153846,0,0
25.19,15,0.05,-0.038461538,0,0
25.19,15,0.06,-0.030769231,0,0
25.19,15,0.05,-0.023076923,0,0
25.19,15,0.05,-0.015384615,0,0
25.19,16,0.05,-0.007692308,0,0
25.19,16,0.05,1.54E-18,0,0
25.19,16,0.05,0.007692308,0,0
25.19,16,0.06,0.015384615,0,0
25.19,16,0.05,-0.023076923,0,0
25.19,16,0.06,-0.011538462,0,0
25.19,16,0.06,9.24E-18,0,0
25.19,16,0.05,-0.034615385,0,0
25.19,16,0.05,-0.065384615,0,0
25.19,16,0.06,-0.046153846,0,0
25.19,17,0.05,-0.026923077,0,0
25.25,17,0.06,-0.007692308,0,0
25.25,16,0.06,-0.084615385,0,0
25.19,16,0.05,-0.065384615,0,0
25.19,16,0.05,-0.046153846,0,0
25.19,16,0.05,-0.073076923,0,0
25.25,15,0.05,-0.1,0,0
25.19,15,0.05,-0.080769231,0,0
25.25,15,0.23,-0.061538462,0,0
25.25,31,0.54,-0.042307692,1,1
25.31,34,0.41,-0.023076923,1,1
25.31,35,0.33,-0.003846154,0,1
25.31,35,0.09,0.015384615,0,1
25.31,36,0.66,0.034615385,0,1
25.25,36,0.14,0.053846154,0,1
25.25,36,0.06,0.073076923,0,1
25.25,37,0.06,0.092307692,0,1
25.25,36,0.08,0.111538462,0,1
25.25,36,0.05,0.130769231,0,1
25.25,35,0.46,0.1,0,1
25.25,35,0.15,0.115384615,0,1
25.25,36,0.19,0.130769231,0,1
25.25,36,0.19,0.096153846,0,1
25.25,36,0.2,0.057692308,1,1
25.25,36,0.07,0.065384615,1,1
25.25,37,0.16,0.073076923,0,1
25.25,36,0.17,0.080769231,0,1
25.25,36,0.06,0.038461538,0,1
25.25,36,0.08,0.042307692,0,1
25.25,36,0.05,0.046153846,0,1
25.25,36,0.06,0,0,1
25.25,35,0.34,0,0,1
25.25,35,0.08,0,0,1
25.25,36,0.05,0,0,1
25.25,35,0.25,0,0,1
25.25,36,0.05,0,0,1
25.25,36,0.44,0,0,1
25.31,37,0.15,0,0,1
25.31,37,0.12,0.046153846,0,1
25.25,38,0.28,0.088461538,0,1
25.31,38,0.05,0.126923077,0,1
25.31,38,0.43,0.161538462,0,1
25.31,37,0.05,0.192307692,0,1
25.31,37,0.05,0.219230769,0,1
25.31,37,0.08,0.242307692,0,1
25.31,37,0.53,0.261538462,0,1
25.31,37,0.08,0.276923077,0,1
25.31,38,0.22,0.288461538,0,1
25.31,37,0.19,0.296153846,0,1
25.31,38,0.28,0.3,0,1
25.31,38,0.23,0.3,0,1
25.31,37,0.32,0.296153846,0,1
25.31,37,0.24,0.288461538,0,1
25.31,37,0.15,0.276923077,0,1
25.31,36,0.28,0.261538462,0,1
25.31,37,0.25,0.288461538,0,1
25.31,36,0.41,0.307692308,0,1
25.31,37,0.09,0.273076923,0,1
25.31,37,0.06,0.280769231,0,1
25.31,37,0.24,0.280769231,0,1
25.31,37,0.25,0.273076923,0,1
25.31,36,0.25,0.257692308,0,1
25.31,37,0.23,0.234615385,0,1
25.31,36,0.19,0.253846154,0,1
25.31,36,0.31,0.269230769,0,1
25.31,37,0.21,0.280769231,0,1
25.31,37,0.18,0.288461538,0,1
25.31,37,0.2,0.292307692,0,1
25.31,38,0.35,0.292307692,0,1
25.31,38,0.32,0.288461538,0,1
25.31,38,0.23,0.280769231,0,1
25.31,38,0.31,0.269230769,0,1
25.31,38,0.18,0.253846154,0,1
25.31,38,0.27,0.234615385,0,1
25.31,38,0.26,0.211538462,0,1
25.31,38,0.3,0.184615385,0,1
25.31,38,0.18,0.153846154,0,1
25.31,39,0.23,0.119230769,0,1
25.31,39,0.07,0.080769231,0,1
25.31,38,0.26,0.038461538,0,1
25.31,38,0.21,0.042307692,0,1
25.31,38,0.17,0.046153846,0,1
25.31,37,0.37,0.046153846,0,1
25.31,37,0.27,0.088461538,0,1
25.31,37,0.24,0.126923077,0,1
25.31,37,0.26,0.161538462,0,1
25.31,37,0.23,0.192307692,0,1
25.31,37,0.37,0.219230769,0,1
25.31,37,0.21,0.242307692,0,1
25.38,37,0.23,0.261538462,0,1
25.38,37,0.36,0.276923077,0,1
25.38,37,0.22,0.288461538,0,1
25.38,38,0.21,0.296153846,0,1
25.38,38,0.34,0.3,0,1
25.38,37,0.28,0.3,0,1
25.38,37,0.13,0.296153846,0,1
25.38,37,0.1,0.288461538,0,1
25.38,38,0.11,0.276923077,0,1
25.38,38,0.05,0.261538462,0,1
25.38,39,0.05,0.242307692,0,1
25.38,40,0.08,0.219230769,0,1
25.38,40,0.05,0.238461538,0,1
25.38,40,0.2,0.25,0,1
25.38,40,0.05,0.253846154,0,1
25.38,40,0.05,0.25,0,1
25.38,40,0.05,0.238461538,0,1
25.38,39,0.25,0.219230769,0,1
25.38,38,0.06,0.242307692,0,1
25.38,38,0.1,0.261538462,0,1
25.38,38,0.11,0.276923077,0,1
25.38,38,0.08,0.288461538,0,1
25.38,38,0.27,0.296153846,0,1
25.38,38,0.26,0.3,0,1
25.38,39,0.29,0.3,0,1
25.38,40,0.28,0.296153846,0,1
25.38,39,0.27,0.288461538,0,1
25.38,39,0.25,0.276923077,0,1
25.38,40,0.23,0.261538462,0,1
25.38,39,0.27,0.242307692,0,1
25.38,39,0.17,0.219230769,0,1
25.38,40,0.22,0.192307692,0,1
25.38,40,0.38,0.161538462,0,1
25.38,40,0.05,0.126923077,0,1
25.38,40,0.06,0.088461538,0,1
25.38,31,1.12,0.046153846,1,1
25.44,25,3.44,0,1,2
25.44,183,1.46,0,1,2
25.5,220,3.44,0.046153846,1,2
25.5,235,0.5,0.088461538,1,2
25.5,243,1.01,0.126923077,1,2
25.5,245,1,0.161538462,1,2
25.5,248,0.89,0.192307692,1,2
25.56,248,0.96,0.219230769,1,2
25.5,248,0.92,0.242307692,1,2
25.5,249,1.04,0.261538462,1,2
25.56,249,0.8,0.276923077,1,2
25.56,249,0.79,0.288461538,0,2
25.56,248,0.5,0.342307692,0,2
25.56,248,0.79,0.388461538,0,2
25.63,248,1.28,0.380769231,0,2
25.63,249,1.78,0.369230769,0,2
25.63,249,1.07,0.353846154,0,2
25.63,249,1.04,0.334615385,0,2
25.63,248,0.52,0.357692308,0,2
25.63,249,0.73,0.373076923,1,2
25.63,251,1.59,0.380769231,1,2
25.63,250,3.44,0.380769231,1,2
25.63,249,3.44,0.373076923,1,2
25.63,249,1.24,0.357692308,0,2
25.63,249,1.54,0.334615385,0,2
25.69,249,0.78,0.35,0,2
25.69,249,1.13,0.4,0,2
25.69,249,3.13,0.484615385,1,2
25.69,249,0.64,0.603846154,1,2
25.69,249,0.1,0.661538462,0,2
25.69,249,0.06,0.753846154,0,2
25.75,249,0.06,0.830769231,0,2
25.69,249,0.96,0.892307692,0,2
25.69,249,2.25,0.892307692,0,2
25.75,249,0.08,0.926923077,0,2
25.75,248,0.11,1.038461538,0,2
25.75,249,0.32,1.126923077,0,2
25.75,248,0.1,1.288461538,0,2
25.75,249,0.42,1.426923077,0,2
25.75,249,0.33,1.492307692,0,2
25.75,249,0.73,1.530769231,1,2
25.75,249,0.13,1.588461538,0,2
25.81,249,0.1,1.707692308,0,2
25.75,248,3.21,1.838461538,0,2
25.81,247,0.16,1.934615385,0,2
25.75,249,0.58,2.088461538,0,2
25.81,249,0.59,2.153846154,1,2
25.81,249,0.09,2.226923077,0,2
25.81,248,0.45,2.257692308,0,2
25.75,248,1.15,2.292307692,0,2
25.81,249,3.09,2.376923077,1,2
25.81,249,0.94,2.557692308,0,2
25.81,249,1.08,2.642307692,0,2
25.81,248,0.11,2.776923077,0,2
25.81,249,1.54,2.769230769,0,2
25.81,249,1.07,2.857692308,0,2
25.88,249,0.19,2.942307692,0,2
25.88,249,0.08,2.973076923,0,2
25.88,249,0.16,2.946153846,0,2
25.88,246,0.32,2.907692308,0,2
25.88,246,0.29,3.003846154,0,2
25.88,246,0.3,3.042307692,0,2
25.88,246,0.56,3.119230769,0,2
25.88,247,0.42,3.138461538,0,2
25.88,248,1.33,3.1,0,2
25.88,247,0.66,3.003846154,1,2
25.88,249,1.41,2.9,1,2
25.88,249,0.68,2.842307692,1,2
25.88,249,1.26,2.738461538,0,2
25.88,249,1.04,2.634615385,0,2
25.94,249,1.12,2.580769231,0,2
25.88,250,0.85,2.526923077,0,2
25.88,253,0.31,2.423076923,1,2
25.94,253,0.39,2.319230769,0,2
25.94,253,0.4,2.123076923,1,2
25.94,253,0.25,1.707692308,1,2
25.94,253,0.69,1.238461538,0,2
25.94,254,0.71,0.630769231,0,2
25.94,253,0.55,-0.011538462,0,2
26,253,1.11,-0.684615385,0,2
25.94,253,0.86,-1.242307692,0,2
25.94,254,1.54,-1.773076923,0,2
25.94,254,1.52,-2.273076923,0,2
25.94,253,0.97,-2.6,0,2
25.94,253,0.69,-2.761538462,0,2
25.94,252,1.51,-2.715384615,0,2
25.94,252,0.67,-2.607692308,0,2
26,252,0.89,-2.438461538,0,2
26,253,1.2,-2.207692308,0,2
26,253,1.55,-1.873076923,0,2
26,253,0.55,-1.488461538,0,2
26,250,0.12,-1.057692308,0,2
26,251,0.06,-0.538461538,0,2
25.94,253,2.08,0.015384615,1,2
25.94,253,1.33,0.65,0,2
25.94,253,1.18,1.361538462,0,2
26,252,1.18,2.15,0,2
26,252,3.22,2.826923077,0,2
26,251,0.99,3.538461538,0,2
26,251,0.73,4.138461538,0,2
26,251,1.28,4.561538462,0,2
26,251,1.59,4.880769231,0,2
26,252,1.4,5.034615385,0,2
26,252,0.97,5.107692308,0,2
26,252,1.43,5.138461538,1,2
26,253,0.74,5.076923077,1,2
26.06,250,0.69,4.873076923,0,2
26.31,250,2.91,4.573076923,1,2
26.5,249,0.47,4.323076923,1,2
26.63,250,0.83,4.084615385,0,2
26.69,251,1.43,3.915384615,0,2
26.75,251,0.73,3.769230769,0,2
26.81,251,3.2,3.55,0,2
26.88,250,0.72,3.307692308,0,2
26.88,249,0.99,3.142307692,0,2
26.94,249,0.84,2.869230769,0,2
26.94,249,1.19,2.684615385,0,2
26.94,249,1.32,2.542307692,0,2
27,249,1.75,2.446153846,0,2
27,249,1.49,2.303846154,1,2
27,249,0.72,2.219230769,0,2
27,249,0.66,2.192307692,0,2
27,249,1.11,2.073076923,0,2
27,249,0.72,2,0,2
27.06,247,0.82,1.826923077,0,2
27,248,0.63,1.75,0,2
27.06,247,0.73,1.726923077,0,2
27.06,248,0.77,1.711538462,1,2
27.06,249,1.67,1.707692308,1,2
27.06,248,0.99,1.676923077,1,2
27.06,247,0.66,1.623076923,0,2
27.06,249,1.17,1.638461538,1,2
27.06,249,1.46,1.576923077,0,2
27.06,248,0.15,1.538461538,0,2
27.06,249,0.25,1.519230769,0,2
27.06,249,0.06,1.561538462,0,2
27.06,248,0.06,1.619230769,0,2
27.06,248,0.12,1.692307692,0,2
27.06,248,0.76,1.684615385,0,2
27.06,248,0.87,1.696153846,0,2
27.06,247,1.32,1.534615385,0,2
27.06,248,1.61,1.442307692,0,2
27.13,247,1.04,1.373076923,0,2
27.13,248,0.39,1.326923077,0,2
27.13,249,1.62,1.207692308,0,2
27.19,249,2.74,1.061538462,0,2
27.19,249,1.12,0.988461538,0,2
27.13,247,1.74,0.896153846,0,2
27.13,249,0.81,0.930769231,0,2
27.13,248,0.97,0.946153846,0,2
27.13,248,0.93,1.034615385,0,2
27.13,247,1.87,1.192307692,0,2
27.13,247,0.9,1.415384615,0,2
27.13,247,1.8,1.557692308,0,2
27.13,247,0.77,1.661538462,0,2
27.19,244,2.53,1.769230769,1,2
27.19,15,0.65,1.976923077,1,0
27.19,15,0.13,2.092307692,1,0
27.19,15,0.06,2.207692308,0,0
27.13,15,0.07,2.373076923,0,0
27.13,15,0.06,2.592307692,0,0
27.19,15,0.06,2.769230769,0,0
27.13,15,0.06,2.907692308,0,0
27.13,15,0.06,2.961538462,0,0
27.13,15,0.06,2.884615385,0,0
27.13,15,0.06,2.680769231,0,0
27.06,16,0.08,2.446153846,0,0
27.06,16,0.06,2.230769231,0,0
27.06,16,0.07,1.942307692,0,0
