S1_Temp,S2_Temp,S3_Temp,S4_Temp,S2_Light,Class
25.06,25.06,24.56,25.25,7,0
25,25.06,24.56,25.25,7,0
25.06,25.06,24.56,25.25,7,0
25.06,25.06,24.63,25.25,7,0
25.06,25.06,24.56,25.25,7,0
25.06,25.06,24.56,25.25,7,0
25,25.06,24.56,25.25,7,0
25.06,25.06,24.56,25.25,7,0
25,25.06,24.56,25.25,7,0
25,25.06,24.56,25.31,7,0
25,25.06,24.56,25.38,7,0
25.06,25.06,24.56,25.38,7,0
25,25.06,24.63,25.38,7,0
25.06,25.06,24.56,25.38,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.31,7,0
25,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.38,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.38,7,0
25,25.06,24.63,25.44,7,0
25.06,25.06,24.63,25.38,7,0
25.06,25.06,24.63,25.38,7,0
25.06,25.06,24.63,25.38,7,0
25.06,25.06,24.63,25.38,7,0
25.06,25.06,24.63,25.38,7,0
25.06,25.06,24.63,25.38,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.25,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.31,7,0
25.06,25.06,24.63,25.31,8,0
25.06,25.06,24.63,25.25,8,0
25.06,25.06,24.63,25.31,8,0
25.06,25.06,24.63,25.31,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.69,25.5,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.5,8,0
25.13,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.38,8,0
25.06,25.06,24.63,25.5,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.44,8,0
25.06,25.06,24.63,25.38,8,0
25.06,25.06,24.63,25.38,8,0
25.06,25.06,24.63,25.38,8,0
25.06,25.06,24.63,25.38,8,0
25.06,25.06,24.63,25.38,8,0
25.06,25.06,24.63,25.38,9,0
25.13,25.06,24.63,25.38,9,0
25.13,25.06,24.63,25.38,9,0
25.06,25.06,24.63,25.44,9,0
25.06,25.06,24.63,25.44,9,0
25.06,25.06,24.69,25.44,9,0
25.06,25.06,24.69,25.44,9,0
25.06,25.06,24.69,25.44,9,0
25.06,25.06,24.69,25.44,9,0
25.06,25.06,24.69,25.38,9,0
25.06,25.13,24.69,25.38,9,0
25.06,25.13,24.69,25.38,9,0
25.06,25.06,24.63,25.38,9,0
25.06,25.06,24.63,25.31,9,0
25.06,25.06,24.69,25.31,10,0
25.06,25.13,24.63,25.31,10,0
25.13,25.06,24.69,25.38,9,0
25.13,25.06,24.63,25.44,9,0
25.06,25.06,24.69,25.44,9,0
25.06,25.06,24.69,25.44,9,0
25.06,25.13,24.69,25.44,9,0
25.06,25.06,24.69,25.5,9,0
25.13,25.13,24.69,25.5,9,0
25.13,25.06,24.69,25.5,9,0
25.06,25.13,24.69,25.56,9,0
25.06,25.13,24.69,25.56,9,0
25.13,25.13,24.69,25.56,9,0
25.13,25.13,24.69,25.56,10,0
25.13,25.06,24.69,25.56,10,0
25.06,25.06,24.69,25.56,10,0
25.06,25.06,24.69,25.56,10,0
25.06,25.06,24.69,25.5,10,0
25.06,25.06,24.69,25.56,10,0
25.06,25.06,24.69,25.56,10,0
25.06,25.13,24.69,25.44,10,0
25.06,25.06,24.69,25.44,10,0
25.13,25.06,24.69,25.5,10,0
25.13,25.13,24.69,25.5,10,0
25.13,25.13,24.69,25.56,10,0
25.13,25.13,24.69,25.5,10,0
25.06,25.13,24.69,25.5,10,0
25.13,25.06,24.69,25.5,10,0
25.13,25.13,24.69,25.63,10,0
25.13,25.13,24.75,25.63,10,0
25.13,25.13,24.75,25.56,10,0
25.13,25.13,24.69,25.56,10,0
25.06,25.13,24.75,25.56,10,0
25.13,25.06,24.69,25.63,10,0
25.13,25.13,24.75,25.63,10,0
25.13,25.13,24.75,25.63,10,0
25.13,25.13,24.69,25.56,10,0
25.13,25.13,24.75,25.63,10,0
25.06,25.13,24.75,25.63,10,0
25.06,25.13,24.75,25.56,10,0
25.13,25.13,24.75,25.69,10,0
25.06,25.13,24.69,25.63,10,0
25.13,25.13,24.69,25.69,10,0
25.06,25.13,24.75,25.63,10,0
25.13,25.13,24.69,25.63,10,0
25.06,25.13,24.75,25.63,10,0
25.13,25.13,24.69,25.63,10,0
25.13,25.13,24.75,25.63,10,0
25.06,25.13,24.69,25.63,10,0
25.13,25.13,24.75,25.69,10,0
25.06,25.13,24.75,25.56,11,0
25.13,25.13,24.75,25.63,11,0
25.06,25.13,24.69,25.63,11,0
25.13,25.13,24.69,25.63,10,0
25.06,25.13,24.75,25.56,10,0
25.13,25.13,24.75,25.63,10,0
25.13,25.13,24.75,25.63,10,0
25.06,25.13,24.75,25.63,10,0
25.13,25.13,24.75,25.69,10,0
25.13,25.13,24.75,25.63,10,0
25.13,25.13,24.75,25.69,10,0
25.13,25.13,24.75,25.69,10,0
25.13,25.13,24.75,25.69,10,0
25.13,25.13,24.75,25.69,10,0
25.13,25.13,24.75,25.69,11,0
25.13,25.13,24.75,25.69,11,0
25.13,25.13,24.81,25.75,11,0
25.13,25.13,24.75,25.69,11,0
25.13,25.13,24.75,25.69,11,0
25.13,25.19,24.81,25.63,11,0
25.13,25.13,24.75,25.63,11,0
25.13,25.13,24.75,25.63,11,0
25.13,25.19,24.75,25.63,11,0
25.13,25.13,24.75,25.63,11,0
25.13,25.13,24.75,25.63,11,0
25.13,25.13,24.75,25.69,12,0
25.13,25.13,24.75,25.63,12,0
25.13,25.13,24.75,25.63,12,0
25.13,25.13,24.81,25.63,12,0
25.13,25.13,24.81,25.63,12,0
25.19,25.13,24.81,25.56,12,0
25.13,25.13,24.75,25.63,12,0
25.13,25.13,24.81,25.63,12,0
25.13,25.13,24.75,25.63,12,0
25.13,25.13,24.75,25.63,11,0
25.13,25.13,24.75,25.69,11,0
25.13,25.13,24.81,25.75,12,0
25.13,25.13,24.81,25.75,11,0
25.13,25.13,24.75,25.75,11,0
25.13,25.13,24.81,25.81,11,0
25.13,25.13,24.75,25.75,11,0
25.13,25.13,24.81,25.69,11,0
25.13,25.13,24.81,25.69,12,0
25.13,25.13,24.75,25.69,12,0
25.19,25.13,24.81,25.75,12,0
25.19,25.13,24.81,25.69,12,0
25.13,25.13,24.81,25.69,12,0
25.13,25.13,24.81,25.75,12,0
25.13,25.13,24.81,25.69,12,0
25.19,25.13,24.81,25.69,11,0
25.19,25.13,24.81,25.75,11,0
25.13,25.13,24.81,25.69,11,0
25.19,25.13,24.81,25.69,11,0
25.13,25.13,24.81,25.69,12,0
25.13,25.13,24.81,25.69,12,0
25.13,25.13,24.81,25.69,12,0
25.19,25.13,24.81,25.69,13,0
25.13,25.13,24.81,25.75,12,0
25.19,25.13,24.81,25.75,12,0
25.13,25.13,24.81,25.69,12,0
25.13,25.13,24.81,25.75,12,0
25.13,25.13,24.81,25.69,12,0
25.19,25.19,24.81,25.69,13,0
25.13,25.13,24.81,25.69,12,0
25.19,25.13,24.81,25.75,12,0
25.13,25.13,24.81,25.81,13,0
25.19,25.19,24.81,25.81,13,0
25.19,25.19,24.81,25.75,13,0
25.19,25.13,24.81,25.69,13,0
25.19,25.19,24.81,25.81,13,0
25.19,25.13,24.81,25.69,14,0
25.19,25.13,24.81,25.69,14,0
25.13,25.13,24.81,25.69,14,0
25.19,25.19,24.81,25.63,14,0
25.19,25.19,24.81,25.69,14,0
25.19,25.19,24.81,25.75,14,0
25.19,25.19,24.81,25.75,14,0
25.19,25.13,24.81,25.69,13,0
25.19,25.19,24.81,25.69,14,0
25.19,25.19,24.81,25.75,14,0
25.19,25.19,24.81,25.69,14,0
25.19,25.13,24.88,25.75,14,0
25.19,25.19,24.81,25.69,13,0
25.19,25.13,24.81,25.69,13,0
25.19,25.13,24.88,25.75,13,0
25.19,25.19,24.88,25.75,13,0
25.19,25.19,24.88,25.75,13,0
25.19,25.19,24.81,25.75,13,0
25.19,25.19,24.88,25.75,13,0
25.19,25.19,24.81,25.75,14,0
25.19,25.19,24.88,25.75,13,0
25.19,25.13,24.88,25.81,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.88,25.75,15,0
25.19,25.19,24.88,25.81,15,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.88,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.94,25.81,14,0
25.19,25.19,24.88,25.88,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.94,25.88,14,0
25.19,25.19,24.88,25.88,14,0
25.19,25.19,24.88,25.88,14,0
25.19,25.19,24.94,25.81,15,0
25.19,25.19,24.94,25.81,15,0
25.19,25.19,24.88,25.81,15,0
25.19,25.19,24.88,25.75,15,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.88,16,0
25.19,25.19,24.88,25.81,15,0
25.19,25.19,24.94,25.75,16,0
25.19,25.19,24.88,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.88,25.81,16,0
25.19,25.19,24.88,25.81,16,0
25.19,25.19,24.88,25.81,15,0
25.19,25.19,24.94,25.81,15,0
25.19,25.19,24.94,25.81,15,0
25.19,25.19,24.88,25.81,16,0
25.19,25.19,24.88,25.81,15,0
25.19,25.19,24.94,25.81,15,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.88,25.88,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.88,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,15,0
25.19,25.19,24.94,25.88,15,0
25.19,25.19,24.94,25.81,15,0
25.19,25.19,24.94,25.81,15,0
25.19,25.19,24.94,25.88,15,0
25.19,25.19,24.94,25.81,15,0
25.19,25.19,24.94,25.88,15,0
25.19,25.19,25,25.88,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.88,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.25,25.19,24.94,25.81,16,0
25.19,25.19,25,25.81,16,0
25.19,25.19,25,25.81,16,0
25.25,25.19,24.94,25.88,16,0
25.19,25.19,25,25.81,16,0
25.19,25.19,24.94,25.81,17,0
25.25,25.25,25,25.75,17,0
25.25,25.25,25,25.81,16,0
25.19,25.19,25,25.88,16,0
25.25,25.19,25,25.88,16,0
25.19,25.19,25,25.88,16,0
25.19,25.25,25,25.88,15,0
25.25,25.19,25,25.81,15,0
25.19,25.25,25,25.88,15,0
25.19,25.25,25,25.88,31,1
25.25,25.31,24.94,25.81,34,1
25.69,25.38,25.19,26,31,1
25.69,25.44,25.19,26,25,2
26.13,27.19,25.5,26.38,15,0
26.06,27.19,25.56,26.38,15,0
26.06,27.19,25.5,26.38,15,0
26.06,27.13,25.5,26.31,15,0
26.06,27.13,25.5,26.38,15,0
26.06,27.19,25.5,26.38,15,0
26.06,27.13,25.5,26.31,15,0
26.06,27.13,25.56,26.31,15,0
26.06,27.13,25.5,26.38,15,0
26.06,27.13,25.5,26.38,15,0
26,27.06,25.56,26.38,16,0
26,27.06,25.5,26.38,16,0
26,27.06,25.56,26.38,16,0
26,27.06,25.56,26.31,16,0
26,27.06,25.56,26.31,16,0
26,27.06,25.5,26.38,15,0
26,27.06,25.5,26.31,15,0
26,27.06,25.5,26.31,16,0
26,27.06,25.56,26.38,16,0
26,27.06,25.56,26.31,16,0
26,27.06,25.56,26.38,15,0
25.94,27.06,25.56,26.31,15,0
26,27,25.56,26.31,15,0
25.94,27,25.56,26.31,15,0
25.94,27,25.56,26.31,15,0
25.94,26.94,25.5,26.25,14,0
25.94,27,25.56,26.31,14,0
25.94,27,25.56,26.31,14,0
25.94,27,25.5,26.31,14,0
25.94,27,25.56,26.31,14,0
25.94,27,25.5,26.38,14,0
25.94,27,25.5,26.31,14,0
25.94,27,25.5,26.31,14,0
25.94,27,25.56,26.31,14,0
25.94,26.94,25.56,26.25,14,0
25.94,27,25.5,26.31,14,0
25.94,27,25.5,26.31,14,0
25.94,26.94,25.5,26.25,14,0
25.94,27,25.5,26.31,14,0
25.94,27,25.5,26.31,14,0
25.94,27,25.5,26.25,14,0
25.94,26.94,25.5,26.31,14,0
25.94,26.94,25.5,26.31,14,0
25.94,26.94,25.5,26.31,14,0
25.94,26.94,25.56,26.31,15,0
25.94,27,25.56,26.31,15,0
25.88,26.94,25.56,26.25,15,0
25.94,26.94,25.56,26.25,15,0
25.94,26.94,25.56,26.25,15,0
25.88,26.94,25.56,26.31,15,0
25.88,27,25.5,26.31,15,0
25.88,26.94,25.5,26.31,14,0
25.88,26.94,25.56,26.31,15,0
25.88,26.94,25.5,26.31,15,0
25.88,27,25.5,26.38,15,0
25.88,27,25.5,26.31,15,0
25.88,27,25.5,26.31,15,0
25.88,26.94,25.5,26.25,15,0
25.88,26.94,25.5,26.31,15,0
25.88,26.94,25.5,26.25,15,0
25.88,26.94,25.5,26.25,14,0
25.88,26.94,25.5,26.25,15,0
25.88,26.94,25.56,26.25,15,0
25.88,26.94,25.5,26.25,14,0
25.88,26.94,25.5,26.25,14,0
25.81,26.94,25.5,26.25,14,0
25.88,26.94,25.56,26.31,14,0
25.88,26.88,25.5,26.25,14,0
25.88,26.94,25.5,26.25,14,0
25.88,26.94,25.56,26.31,13,0
25.88,26.94,25.56,26.31,13,0
25.88,26.94,25.56,26.31,14,0
25.81,26.94,25.5,26.31,13,0
25.88,26.94,25.5,26.31,13,0
25.88,26.94,25.5,26.25,12,0
25.88,26.94,25.5,26.25,13,0
25.88,26.94,25.5,26.31,13,0
25.81,26.94,25.56,26.31,13,0
25.88,26.94,25.56,26.31,13,0
25.88,26.94,25.56,26.25,13,0
25.88,26.94,25.5,26.25,14,0
25.81,26.88,25.5,26.25,14,0
25.88,26.94,25.5,26.25,14,0
25.81,26.88,25.5,26.25,13,0
25.88,26.88,25.5,26.25,13,0
25.81,26.94,25.5,26.25,13,0
25.81,26.94,25.5,26.25,13,0
25.81,26.88,25.5,26.25,13,0
25.81,26.94,25.5,26.25,13,0
25.81,26.88,25.5,26.25,12,0
25.81,26.88,25.5,26.25,12,0
25.81,26.88,25.5,26.25,12,0
25.81,26.88,25.5,26.25,12,0
25.81,26.88,25.5,26.25,12,0
25.81,26.88,25.5,26.25,12,0
25.81,26.88,25.5,26.31,12,0
25.81,26.88,25.5,26.25,12,0
25.81,26.88,25.5,26.25,12,0
25.81,26.88,25.5,26.25,12,0
25.81,26.88,25.5,26.25,11,0
25.81,26.88,25.5,26.25,12,0
25.81,26.88,25.5,26.31,12,0
25.81,26.88,25.5,26.25,12,0
25.81,26.81,25.5,26.25,12,0
25.81,26.81,25.5,26.25,12,0
25.81,26.88,25.56,26.25,12,0
25.81,26.88,25.56,26.25,12,0
25.81,26.88,25.56,26.25,12,0
25.81,26.88,25.56,26.25,12,0
25.81,26.88,25.56,26.25,11,0
25.81,26.81,25.56,26.25,11,0
25.81,26.81,25.5,26.25,11,0
25.81,26.88,25.56,26.25,11,0
25.81,26.81,25.56,26.31,11,0
25.81,26.81,25.56,26.31,11,0
25.81,26.81,25.56,26.25,11,0
25.81,26.81,25.56,26.25,11,0
25.75,26.81,25.56,26.25,11,0
25.81,26.81,25.56,26.25,11,0
25.75,26.81,25.5,26.25,11,0
25.75,26.81,25.5,26.25,11,0
25.81,26.81,25.5,26.31,11,0
25.81,26.81,25.5,26.25,11,0
25.75,26.81,25.5,26.25,11,0
25.81,26.81,25.5,26.31,11,0
25.75,26.81,25.5,26.25,11,0
25.75,26.81,25.56,26.25,11,0
25.75,26.88,25.5,26.25,10,0
25.81,26.81,25.5,26.25,11,0
25.81,26.81,25.5,26.25,10,0
25.75,26.81,25.5,26.25,10,0
25.75,26.81,25.5,26.25,10,0
25.75,26.81,25.5,26.25,10,0
25.75,26.81,25.5,26.25,10,0
25.75,26.81,25.5,26.25,10,0
25.75,26.81,25.44,26.19,10,0
25.75,26.81,25.5,26.19,10,0
25.75,26.81,25.5,26.19,10,0
25.75,26.81,25.5,26.19,10,0
25.75,26.81,25.5,26.25,10,0
25.75,26.81,25.5,26.25,10,0
25.75,26.81,25.5,26.19,10,0
25.75,26.81,25.5,26.25,10,0
25.75,26.81,25.5,26.31,10,0
25.75,26.81,25.5,26.25,10,0
25.75,26.81,25.5,26.25,9,0
25.75,26.81,25.5,26.19,9,0
25.75,26.81,25.5,26.25,23,0
25.81,26.81,25.5,26.25,24,1
25.75,26.81,25.5,26.25,24,1
25.81,26.81,25.5,26.25,25,1
25.81,26.81,25.5,26.25,25,1
25.81,26.75,25.5,26.25,25,1
25.81,26.81,25.5,26.31,25,1
25.81,26.81,25.5,26.31,26,1
25.81,26.75,25.5,26.31,25,1
25.81,26.81,25.5,26.31,25,1
25.81,26.81,25.5,26.31,26,1
25.81,26.81,25.5,26.25,26,1
25.88,26.81,25.5,26.25,25,1
25.88,26.81,25.5,26.25,26,1
25.88,26.81,25.5,26.25,26,1
25.88,26.81,25.5,26.25,25,1
25.81,26.81,25.5,26.25,25,1
25.88,26.81,25.5,26.25,26,1
25.88,26.81,25.5,26.25,26,1
25.88,26.81,25.5,26.31,26,1
25.88,26.81,25.5,26.31,26,1
25.88,26.81,25.5,26.31,26,1
25.88,26.81,25.5,26.31,26,1
25.94,26.81,25.5,26.31,26,1
25.88,26.81,25.5,26.25,26,1
25.88,26.81,25.5,26.25,26,1
25.94,26.81,25.5,26.25,26,1
25.88,26.81,25.5,26.25,26,1
25.88,26.81,25.5,26.31,26,1
25.88,26.75,25.44,26.31,26,1
25.88,26.81,25.5,26.31,26,1
25.88,26.81,25.5,26.25,25,1
25.88,26.81,25.5,26.25,25,1
25.88,26.81,25.5,26.31,25,1
25.88,26.81,25.5,26.31,25,1
25.94,26.81,25.5,26.31,25,1
25.94,26.81,25.5,26.31,25,1
25.94,26.81,25.5,26.31,25,1
25.94,26.75,25.5,26.38,25,1
25.94,26.81,25.5,26.31,25,1
25.94,26.81,25.5,26.25,25,1
25.94,26.81,25.5,26.25,25,1
25.94,26.81,25.5,26.25,25,1
25.94,26.81,25.5,26.25,25,1
25.94,26.81,25.5,26.31,25,1
25.94,26.81,25.5,26.31,24,1
25.94,26.81,25.5,26.25,24,1
25.94,26.81,25.5,26.25,24,1
26,26.81,25.5,26.31,24,1
25.94,26.81,25.56,26.38,24,1
25.94,26.81,25.56,26.38,24,1
25.94,26.81,25.5,26.31,24,1
25.94,26.81,25.5,26.31,24,1
25.94,26.75,25.5,26.31,24,1
26,26.81,25.5,26.25,24,1
25.94,26.81,25.5,26.31,24,1
25.94,26.81,25.5,26.31,24,1
25.94,26.81,25.5,26.31,24,1
26,26.81,25.5,26.31,24,1
26,26.81,25.5,26.31,24,1
26,26.81,25.5,26.25,24,1
26,26.81,25.5,26.25,24,1
26,26.81,25.5,26.25,24,1
26,26.81,25.5,26.31,24,1
26,26.81,25.5,26.38,24,1
26,26.81,25.5,26.31,24,1
26,26.75,25.5,26.31,24,1
26,26.75,25.5,26.31,24,1
26,26.81,25.5,26.31,24,1
25.94,26.81,25.5,26.31,24,1
26,26.75,25.5,26.31,23,1
26,26.75,25.5,26.31,23,1
26,26.81,25.5,26.25,23,1
26,26.81,25.56,26.31,23,1
26,26.75,25.56,26.31,23,1
26,26.81,25.56,26.38,23,1
26,26.81,25.5,26.31,23,1
26,26.75,25.5,26.31,23,1
26.06,26.81,25.5,26.31,23,1
26.06,26.81,25.5,26.31,23,1
26,26.81,25.5,26.38,23,1
26.06,26.81,25.5,26.31,22,1
26.06,26.81,25.5,26.31,22,1
26.06,26.81,25.56,26.31,22,1
26.06,26.81,25.56,26.25,22,1
26,26.81,25.5,26.31,22,1
26.06,26.81,25.5,26.31,22,1
26.06,26.75,25.56,26.31,22,1
26.06,26.75,25.5,26.25,22,1
26.06,26.75,25.5,26.31,22,1
26.06,26.75,25.5,26.31,22,1
26.06,26.81,25.5,26.31,22,1
26.06,26.81,25.56,26.38,22,1
26.06,26.81,25.56,26.31,22,1
26.06,26.81,25.5,26.38,22,1
26.06,26.81,25.5,26.44,22,1
26.06,26.81,25.56,26.38,22,1
26.06,26.81,25.56,26.38,22,1
26.06,26.81,25.5,26.38,22,1
26.06,26.81,25.56,26.38,21,1
26.06,26.81,25.5,26.31,21,1
26.06,26.81,25.5,26.31,21,1
26.06,26.81,25.56,26.31,21,1
26.06,26.81,25.5,26.38,21,1
26.06,26.81,25.5,26.31,21,1
26.06,26.81,25.5,26.31,21,1
26.06,26.81,25.56,26.38,21,1
26.06,26.81,25.56,26.38,21,1
26.06,26.81,25.5,26.38,21,1
26.06,26.81,25.5,26.31,21,1
26.06,26.81,25.56,26.31,21,1
26.06,26.75,25.5,26.31,21,1
26.06,26.81,25.56,26.31,21,1
26.06,26.81,25.56,26.38,21,1
26.06,26.81,25.56,26.31,21,1
26.06,26.81,25.56,26.31,21,1
26.06,26.81,25.5,26.31,21,1
26.06,26.81,25.5,26.31,21,1
26.06,26.81,25.5,26.31,21,1
26.06,26.81,25.56,26.31,21,1
26.06,26.81,25.56,26.31,20,1
26.06,26.81,25.5,26.25,20,1
26.06,26.81,25.5,26.31,20,1
26.06,26.75,25.5,26.31,20,1
26.13,26.81,25.5,26.38,20,1
26.06,26.81,25.56,26.38,20,1
26.06,26.81,25.5,26.38,20,1
26.06,26.75,25.56,26.31,20,1
26.06,26.81,25.56,26.31,20,1
26.06,26.81,25.5,26.31,20,1
26.06,26.81,25.5,26.31,20,1
26.06,26.81,25.5,26.38,20,1
26.06,26.81,25.5,26.38,20,1
26.06,26.81,25.5,26.38,20,1
26.06,26.81,25.5,26.38,20,1
26.06,26.81,25.5,26.31,20,1
26.06,26.81,25.5,26.38,20,1
26.06,26.81,25.56,26.31,20,1
26.06,26.81,25.5,26.31,20,1
26.13,26.38,25.5,26.25,25,2
26.13,26.25,25.5,26.31,25,2
26.13,26.19,25.5,26.31,24,2
26.13,26.13,25.56,26.25,24,2
26.13,26.06,25.5,26.31,24,2
26.13,26,25.5,26.25,24,2
26.13,25.94,25.56,26.31,24,2
26.13,25.94,25.56,26.25,24,2
26.13,25.94,25.56,26.31,24,2
26.13,25.88,25.56,26.31,24,2
26.13,25.88,25.5,26.31,24,2
26.13,25.88,25.56,26.31,24,2
26.13,25.88,25.56,26.31,24,2
26.13,25.88,25.56,26.31,24,2
26.13,25.88,25.56,26.31,24,2
26.13,25.88,25.56,26.31,24,2
26.13,25.81,25.56,26.31,24,2
26.13,25.88,25.5,26.31,24,2
26.13,25.88,25.56,26.31,24,2
26.13,25.81,25.56,26.31,24,2
26.13,25.81,25.63,26.31,24,2
26.13,25.81,25.63,26.31,24,2
26.13,25.81,25.56,26.31,24,2
26.13,25.88,25.56,26.31,24,2
26.13,25.81,25.56,26.31,24,2
26.13,25.81,25.63,26.31,24,2
26.13,25.81,25.63,26.25,24,2
26.13,25.81,25.56,26.31,24,2
26.13,25.81,25.63,26.38,24,2
26.13,25.81,25.63,26.38,24,2
26.13,25.81,25.63,26.38,24,2
26.13,25.81,25.63,26.38,24,2
26.13,25.81,25.63,26.38,24,2
26.13,25.81,25.63,26.31,24,2
26.13,25.81,25.63,26.38,24,2
26.13,25.81,25.63,26.31,24,2
26.13,25.81,25.63,26.31,24,2
26.13,25.81,25.63,26.31,24,2
26.13,25.88,25.63,26.31,24,2
26.13,25.81,25.63,26.31,24,2
26.13,25.81,25.63,26.31,24,2
26.13,25.81,25.63,26.31,24,2
26.13,25.88,25.63,26.31,24,2
26.13,25.81,25.69,26.38,24,2
26.13,25.81,25.69,26.31,24,2
26.13,25.81,25.69,26.31,24,2
26.13,25.81,25.63,26.31,24,2
26.13,25.81,25.69,26.38,23,2
26.13,25.88,25.69,26.38,23,2
26.13,25.81,25.63,26.38,23,2
26.13,25.81,25.69,26.38,23,2
26.13,25.88,25.75,26.31,22,2
26.13,25.88,25.75,26.31,22,2
26.13,25.88,25.69,26.31,22,2
26.13,25.88,25.75,26.31,22,2
26.13,25.88,25.75,26.31,22,2
26.13,26,25.81,26.25,0,0
26.13,26,25.81,26.25,0,0
26.13,26,25.81,26.25,0,0
26.13,26,25.81,26.25,0,0
26.13,26,25.81,26.25,0,0
26.13,26,25.81,26.25,0,0
26.13,26,25.81,26.19,0,0
26.13,26,25.75,26.19,0,0
26.13,25.94,25.81,26.25,0,0
26.06,25.94,25.75,26.19,0,0
26.13,25.94,25.75,26.13,0,0
26.13,25.94,25.81,26.19,0,0
26.06,25.94,25.75,26.19,0,0
26.06,25.94,25.75,26.19,0,0
26.06,25.94,25.75,26.19,0,0
26.06,25.94,25.75,26.13,0,0
26.06,25.94,25.75,26.13,0,0
26.06,25.94,25.69,26.13,0,0
26.06,25.94,25.69,26.19,0,0
26,25.94,25.69,26.19,0,0
26.06,25.94,25.69,26.13,0,0
26.06,25.94,25.75,26.13,0,0
26,25.94,25.69,26.13,0,0
26.06,25.94,25.69,26.13,0,0
26.06,25.94,25.69,26.13,0,0
26,25.88,25.69,26.13,0,0
26,25.88,25.69,26.13,0,0
26,25.88,25.69,26.13,0,0
26,25.88,25.69,26.13,0,0
26,25.94,25.69,26.13,0,0
26,25.88,25.69,26.13,0,0
26,25.88,25.69,26.13,0,0
26.06,25.94,25.69,26.13,0,0
26,25.88,25.69,26.13,0,0
26,25.88,25.63,26.06,0,0
26,25.94,25.63,26.06,0,0
26,25.88,25.63,26.06,0,0
26,25.88,25.63,26.13,0,0
26,25.88,25.63,26.13,0,0
26,25.88,25.63,26.13,0,0
26,25.88,25.63,26.06,0,0
26,25.88,25.63,26.13,0,0
26,25.88,25.63,26.19,0,0
26,25.88,25.63,26.13,0,0
26,25.88,25.63,26.13,0,0
26,25.88,25.63,26.13,0,0
26,25.88,25.69,26.13,0,0
26,25.88,25.63,26.06,0,0
26,25.88,25.63,26.13,0,0
25.94,25.88,25.63,26.06,0,0
25.94,25.88,25.63,26.06,0,0
26,25.88,25.63,26.06,0,0
26,25.88,25.63,26.06,0,0
25.94,25.81,25.63,26.06,0,0
25.94,25.88,25.63,26.13,0,0
25.94,25.88,25.63,26.13,0,0
25.94,25.88,25.56,26.06,0,0
25.94,25.81,25.56,26.06,0,0
25.94,25.81,25.56,26.06,0,0
25.94,25.81,25.56,26.06,0,0
25.94,25.81,25.56,26.06,0,0
25.94,25.81,25.56,26.06,0,0
